idno,filename,id,corpus,sender,receiver,date,year,month,year_range,sender_norm,receiver_norm
ub0261,SchwendlerAuguste_OsmundEmanuel_1802-12-04.xml,JP-UB0261,letters-context,Schwendler Auguste Sophie Henriette,Osmund Emanuel,1802-12-04,1802,12,1799,SchwendlerAugusteSophieHenriette,OsmundEmanuel
ub0167,OsmundEmanuel_GoldschmidtCaroline_1802-12-05.xml,JP-UB0167,letters-context,Osmund Emanuel,Goldschmidt Caroline,1802-12-05,1802,12,1799,OsmundEmanuel,GoldschmidtCaroline
ub0655,RichterCaroline+RichterJohann_OsmundEmanuel_1802-12-06.xml,JP-UB0655,letters-context,Richter Caroline + Jean Paul,Osmund Emanuel,1802-12-06,1802,12,1799,RichterCarolineANDJeanPaul,OsmundEmanuel
ub0599,MahlmannErnestine_MayerJohann_1802-12-16.xml,JP-UB0599,letters-context,Mahlmann Ernestine,Mayer Johann Siegfried Wilhelm,1802-12-16,1802,12,1799,MahlmannErnestine,MayerJohannSiegfriedWilhelm
ub0678,SpazierJohann_FalkJohannes_1802-12-20.xml,JP-UB0678,letters-context,Spazier Johann Karl Gottlieb,Falk Johannes Daniel,1802-12-20,1802,12,1799,SpazierJohannKarlGottlieb,FalkJohannesDaniel
ub0618,RichterCaroline_MayerJohann_1802-12-21.xml,JP-UB0618,letters-context,Richter Caroline,Mayer Johann Siegfried Wilhelm,1802-12-21,1802,12,1799,RichterCaroline,MayerJohannSiegfriedWilhelm
ub0441,OsmundEmanuel_SchwendlerAuguste_1802-12-22.xml,JP-UB0441,letters-context,Osmund Emanuel,Schwendler Auguste Sophie Henriette,1802-12-22,1802,12,1799,OsmundEmanuel,SchwendlerAugusteSophieHenriette
ub0182,RichterCaroline+RichterJohann_OsmundEmanuel_1802-12-26.xml,JP-UB0182,letters-context,Richter Caroline + Jean Paul,Osmund Emanuel,1802-12-26,1802,12,1799,RichterCarolineANDJeanPaul,OsmundEmanuel
ub0523,MahlmannErnestine_MayerJohann_1803-01-01.xml,JP-UB0523,letters-context,Mahlmann Ernestine,Mayer Johann Siegfried Wilhelm,1803-01-01,1803,1,1799,MahlmannErnestine,MayerJohannSiegfriedWilhelm
ub0582,SpazierJohann+LeipzigerAugust_Unbekannt_1803-01-01.xml,JP-UB0582,letters-context,Spazier Johann Karl Gottlieb + Leipziger August Wilhelm von,Unbekannte Korrespondenten,1803-01-01,1803,1,1799,SpazierJohannKarlGottliebANDLeipzigerAugustWilhelmvon,UnbekannteKorrespondenten
ub0034,SpazierJohann_Unbekannt_1803-01-03.xml,JP-UB0034,letters-context,Spazier Johann Karl Gottlieb,Unbekannte Korrespondenten,1803-01-03,1803,1,1799,SpazierJohannKarlGottlieb,UnbekannteKorrespondenten
ub1031,MahlmannSiegfried_TieckLudwig_1803-01-09.xml,JP-UB1031,letters-context,Mahlmann Siegfried August,Tieck Ludwig,1803-01-09,1803,1,1799,MahlmannSiegfriedAugust,TieckLudwig
ub0496,OsmundEmanuel_GoldschmidtCaroline_1803-01-10.xml,JP-UB0496,letters-context,Osmund Emanuel,Goldschmidt Caroline,1803-01-10,1803,1,1799,OsmundEmanuel,GoldschmidtCaroline
ub0255,RichterCaroline_MayerJohann_1803-01-11.xml,JP-UB0255,letters-context,Richter Caroline,Mayer Johann Siegfried Wilhelm,1803-01-11,1803,1,1799,RichterCaroline,MayerJohannSiegfriedWilhelm
ub0137,MahlmannErnestine_MayerJohann_1803-01-28.xml,JP-UB0137,letters-context,Mahlmann Ernestine,Mayer Johann Siegfried Wilhelm,1803-01-28,1803,1,1799,MahlmannErnestine,MayerJohannSiegfriedWilhelm
ub0546,SpazierJohann_FalkJohannes_1803-01-28.xml,JP-UB0546,letters-context,Spazier Johann Karl Gottlieb,Falk Johannes Daniel,1803-01-28,1803,1,1799,SpazierJohannKarlGottlieb,FalkJohannesDaniel
ub0176,SpazierJohann_BoettigerCarl_1803-02-01.xml,JP-UB0176,letters-context,Spazier Johann Karl Gottlieb,Böttiger Carl August,1803-02-01,1803,2,1799,SpazierJohannKarlGottlieb,BöttigerCarlAugust
ub0553,RichterCaroline+RichterJohann_OsmundEmanuel_1803-02-11.xml,JP-UB0553,letters-context,Richter Caroline + Jean Paul,Osmund Emanuel,1803-02-11,1803,2,1799,RichterCarolineANDJeanPaul,OsmundEmanuel
ub0763,SpazierJohann_FalkJohannes_1803-02-12.xml,JP-UB0763,letters-context,Spazier Johann Karl Gottlieb,Falk Johannes Daniel,1803-02-12,1803,2,1799,SpazierJohannKarlGottlieb,FalkJohannesDaniel
ub0115,SpazierJohann_MurhardFriedrich_1803-02-19.xml,JP-UB0115,letters-context,Spazier Johann Karl Gottlieb,Murhard Friedrich Wilhelm August,1803-02-19,1803,2,1799,SpazierJohannKarlGottlieb,MurhardFriedrichWilhelmAugust
ub0327,OsmundEmanuel_GoldschmidtCaroline_1803-02-24.xml,JP-UB0327,letters-context,Osmund Emanuel,Goldschmidt Caroline,1803-02-24,1803,2,1799,OsmundEmanuel,GoldschmidtCaroline
ub0677,RichterCaroline_MayerJohann_1803-02-28.xml,JP-UB0677,letters-context,Richter Caroline,Mayer Johann Siegfried Wilhelm,1803-02-28,1803,2,1799,RichterCaroline,MayerJohannSiegfriedWilhelm
ub0250,RichterCaroline_MayerJohann+MayerJulie_1803-03-09.xml,JP-UB0250,letters-context,Richter Caroline,Mayer Johann Siegfried Wilhelm + Mayer Julie Henriette,1803-03-09,1803,3,1799,RichterCaroline,MayerJohannSiegfriedWilhelmANDMayerJulieHenriette
ub0724,SpazierJohann_FalkJohannes_1803-03-11.xml,JP-UB0724,letters-context,Spazier Johann Karl Gottlieb,Falk Johannes Daniel,1803-03-11,1803,3,1799,SpazierJohannKarlGottlieb,FalkJohannesDaniel
ub0221,RichterCaroline+RichterJohann_OsmundEmanuel_1803-03-15.xml,JP-UB0221,letters-context,Richter Caroline + Jean Paul,Osmund Emanuel,1803-03-15,1803,3,1799,RichterCarolineANDJeanPaul,OsmundEmanuel
ub0390,MahlmannErnestine_MayerJohann_1803-04-02.xml,JP-UB0390,letters-context,Mahlmann Ernestine,Mayer Johann Siegfried Wilhelm,1803-04-02,1803,4,1799,MahlmannErnestine,MayerJohannSiegfriedWilhelm
ub0230,SpazierJohann_FalkJohannes_1803-04-03.xml,JP-UB0230,letters-context,Spazier Johann Karl Gottlieb,Falk Johannes Daniel,1803-04-03,1803,4,1799,SpazierJohannKarlGottlieb,FalkJohannesDaniel
ub0301,SpazierJohann_FalkJohannes_1803-04-10.xml,JP-UB0301,letters-context,Spazier Johann Karl Gottlieb,Falk Johannes Daniel,1803-04-10,1803,4,1799,SpazierJohannKarlGottlieb,FalkJohannesDaniel
ub0358,OsmundEmanuel_GoldschmidtCaroline_1803-04-16.xml,JP-UB0358,letters-context,Osmund Emanuel,Goldschmidt Caroline,1803-04-16,1803,4,1799,OsmundEmanuel,GoldschmidtCaroline
ub0729,MahlmannErnestine_MayerJohann_1803-04-18.xml,JP-UB0729,letters-context,Mahlmann Ernestine,Mayer Johann Siegfried Wilhelm,1803-04-18,1803,4,1799,MahlmannErnestine,MayerJohannSiegfriedWilhelm
ub0658,RichterCaroline_MayerJohann_1803-04-27.xml,JP-UB0658,letters-context,Richter Caroline,Mayer Johann Siegfried Wilhelm,1803-04-27,1803,4,1799,RichterCaroline,MayerJohannSiegfriedWilhelm
ub0067,SpazierJohann_FalkJohannes_1803-05-19.xml,JP-UB0067,letters-context,Spazier Johann Karl Gottlieb,Falk Johannes Daniel,1803-05-19,1803,5,1799,SpazierJohannKarlGottlieb,FalkJohannesDaniel
ub0233,MahlmannErnestine_MayerJohann_1803-05-25.xml,JP-UB0233,letters-context,Mahlmann Ernestine,Mayer Johann Siegfried Wilhelm,1803-05-25,1803,5,1799,MahlmannErnestine,MayerJohannSiegfriedWilhelm
ub0829,SpazierJohann_BodeAugust_1803-06-01.xml,JP-UB0829,letters-context,Spazier Johann Karl Gottlieb,Bode August Theodor Heinrich,1803-06-01,1803,6,1799,SpazierJohannKarlGottlieb,BodeAugustTheodorHeinrich
ub0830,SpazierJohann_BodeAugust_1803-06-12.xml,JP-UB0830,letters-context,Spazier Johann Karl Gottlieb,Bode August Theodor Heinrich,1803-06-12,1803,6,1799,SpazierJohannKarlGottlieb,BodeAugustTheodorHeinrich
ub0211,SpazierJohann_BoettigerCarl_1803-06-15.xml,JP-UB0211,letters-context,Spazier Johann Karl Gottlieb,Böttiger Carl August,1803-06-15,1803,6,1799,SpazierJohannKarlGottlieb,BöttigerCarlAugust
ub0831,SpazierJohann_BodeAugust_1803-06-18.xml,JP-UB0831,letters-context,Spazier Johann Karl Gottlieb,Bode August Theodor Heinrich,1803-06-18,1803,6,1799,SpazierJohannKarlGottlieb,BodeAugustTheodorHeinrich
ub0172,OsmundEmanuel_GoldschmidtCaroline_1803-06-24.xml,JP-UB0172,letters-context,Osmund Emanuel,Goldschmidt Caroline,1803-06-24,1803,6,1799,OsmundEmanuel,GoldschmidtCaroline
ub0336,MayerJohann_RichterCaroline_1803-07-01.xml,JP-UB0336,letters-context,Mayer Johann Siegfried Wilhelm,Richter Caroline,1803-07-01,1803,7,1799,MayerJohannSiegfriedWilhelm,RichterCaroline
ub0832,SpazierJohann_BodeAugust_1803-07-05.xml,JP-UB0832,letters-context,Spazier Johann Karl Gottlieb,Bode August Theodor Heinrich,1803-07-05,1803,7,1799,SpazierJohannKarlGottlieb,BodeAugustTheodorHeinrich
ub0154,RichterCaroline_MayerJohann_1803-07-14.xml,JP-UB0154,letters-context,Richter Caroline,Mayer Johann Siegfried Wilhelm,1803-07-14,1803,7,1799,RichterCaroline,MayerJohannSiegfriedWilhelm
ub0131,RichterCaroline_OsmundEmanuel_1803-07-19.xml,JP-UB0131,letters-context,Richter Caroline,Osmund Emanuel,1803-07-19,1803,7,1799,RichterCaroline,OsmundEmanuel
ub0833,SpazierJohann_BodeAugust_1803-07-25.xml,JP-UB0833,letters-context,Spazier Johann Karl Gottlieb,Bode August Theodor Heinrich,1803-07-25,1803,7,1799,SpazierJohannKarlGottlieb,BodeAugustTheodorHeinrich
ub0834,SpazierJohann_BodeAugust_1803-08-06.xml,JP-UB0834,letters-context,Spazier Johann Karl Gottlieb,Bode August Theodor Heinrich,1803-08-06,1803,8,1799,SpazierJohannKarlGottlieb,BodeAugustTheodorHeinrich
ub0835,SpazierJohann_BodeAugust_1803-08-10.xml,JP-UB0835,letters-context,Spazier Johann Karl Gottlieb,Bode August Theodor Heinrich,1803-08-10,1803,8,1799,SpazierJohannKarlGottlieb,BodeAugustTheodorHeinrich
ub0453,SpazierJohann_BoettigerCarl_1803-08-16.xml,JP-UB0453,letters-context,Spazier Johann Karl Gottlieb,Böttiger Carl August,1803-08-16,1803,8,1799,SpazierJohannKarlGottlieb,BöttigerCarlAugust
ub0106,RichterCaroline_MayerJohann_1803-09-13.xml,JP-UB0106,letters-context,Richter Caroline,Mayer Johann Siegfried Wilhelm,1803-09-13,1803,9,1799,RichterCaroline,MayerJohannSiegfriedWilhelm
ub0149,OsmundEmanuel_GoldschmidtCaroline_1803-09-20.xml,JP-UB0149,letters-context,Osmund Emanuel,Goldschmidt Caroline,1803-09-20,1803,9,1799,OsmundEmanuel,GoldschmidtCaroline
ub0836,SpazierJohann_BodeAugust_1803-09-22.xml,JP-UB0836,letters-context,Spazier Johann Karl Gottlieb,Bode August Theodor Heinrich,1803-09-22,1803,9,1799,SpazierJohannKarlGottlieb,BodeAugustTheodorHeinrich
ub0181,SpazierJohann_FalkJohannes_1803-10-01.xml,JP-UB0181,letters-context,Spazier Johann Karl Gottlieb,Falk Johannes Daniel,1803-10-01,1803,10,1799,SpazierJohannKarlGottlieb,FalkJohannesDaniel
ub0753,RichterCaroline_ThieriotPaul_1803-10-06.xml,JP-UB0753,letters-context,Richter Caroline,Thieriot Paul Emile,1803-10-06,1803,10,1799,RichterCaroline,ThieriotPaulEmile
ub0531,OsmundEmanuel_GoldschmidtCaroline_1803-10-10.xml,JP-UB0531,letters-context,Osmund Emanuel,Goldschmidt Caroline,1803-10-10,1803,10,1799,OsmundEmanuel,GoldschmidtCaroline
ub0837,SpazierJohann_BodeAugust_1803-10-16.xml,JP-UB0837,letters-context,Spazier Johann Karl Gottlieb,Bode August Theodor Heinrich,1803-10-16,1803,10,1799,SpazierJohannKarlGottlieb,BodeAugustTheodorHeinrich
ub0762,MahlmannErnestine_MahlmannSiegfried_1803-10-18.xml,JP-UB0762,letters-context,Mahlmann Ernestine,Mahlmann Siegfried August,1803-10-18,1803,10,1799,MahlmannErnestine,MahlmannSiegfriedAugust
ub0418,MahlmannErnestine_MahlmannSiegfried_1803-10-23.xml,JP-UB0418,letters-context,Mahlmann Ernestine,Mahlmann Siegfried August,1803-10-23,1803,10,1799,MahlmannErnestine,MahlmannSiegfriedAugust
ub0839,SpazierJohann_BodeAugust_1803-10-23.xml,JP-UB0839,letters-context,Spazier Johann Karl Gottlieb,Bode August Theodor Heinrich,1803-10-23,1803,10,1799,SpazierJohannKarlGottlieb,BodeAugustTheodorHeinrich
ub0325,SpazierJohann_FalkJohannes_1803-10-26.xml,JP-UB0325,letters-context,Spazier Johann Karl Gottlieb,Falk Johannes Daniel,1803-10-26,1803,10,1799,SpazierJohannKarlGottlieb,FalkJohannesDaniel
ub0840,KalbCharlotte_RichterCaroline_1803-11-01.xml,JP-UB0840,letters-context,Kalb Charlotte von,Richter Caroline,1803-11-01,1803,11,1799,KalbCharlottevon,RichterCaroline
ub0841,SpazierJohann_BodeAugust_1803-11-01.xml,JP-UB0841,letters-context,Spazier Johann Karl Gottlieb,Bode August Theodor Heinrich,1803-11-01,1803,11,1799,SpazierJohannKarlGottlieb,BodeAugustTheodorHeinrich
ub0774,ThieriotPaul_RichterCaroline_1803-11-01.xml,JP-UB0774,letters-context,Thieriot Paul Emile,Richter Caroline,1803-11-01,1803,11,1799,ThieriotPaulEmile,RichterCaroline
ub0842,AretinJohann+BaboJoseph+SchererJoseph_WagnerJohann_1803-11-02.xml,JP-UB0842,letters-context,Aretin Johann Christoph + Babo Joseph Marius Franz von + Scherer Joseph,Wagner Johann Ernst,1803-11-02,1803,11,1799,AretinJohannChristophANDBaboJosephMariusFranzvonANDSchererJoseph,WagnerJohannErnst
ub0843,SpazierJohann_BodeAugust_1803-11-09.xml,JP-UB0843,letters-context,Spazier Johann Karl Gottlieb,Bode August Theodor Heinrich,1803-11-09,1803,11,1799,SpazierJohannKarlGottlieb,BodeAugustTheodorHeinrich
ub0397,RichterJohann+RichterCaroline_MayerJohann_1803-11-13.xml,JP-UB0397,letters-context,Jean Paul + Richter Caroline,Mayer Johann Siegfried Wilhelm,1803-11-13,1803,11,1799,JeanPaulANDRichterCaroline,MayerJohannSiegfriedWilhelm
ub0310,MahlmannErnestine_MayerJohann_1803-11-14.xml,JP-UB0310,letters-context,Mahlmann Ernestine,Mayer Johann Siegfried Wilhelm,1803-11-14,1803,11,1799,MahlmannErnestine,MayerJohannSiegfriedWilhelm
ub0844,SpazierJohann_BodeAugust_1803-11-20.xml,JP-UB0844,letters-context,Spazier Johann Karl Gottlieb,Bode August Theodor Heinrich,1803-11-20,1803,11,1799,SpazierJohannKarlGottlieb,BodeAugustTheodorHeinrich
ub0596,RichterCaroline_OsmundEmanuel_1803-11-25.xml,JP-UB0596,letters-context,Richter Caroline,Osmund Emanuel,1803-11-25,1803,11,1799,RichterCaroline,OsmundEmanuel
ub0461,OsmundEmanuel_GoldschmidtCaroline_1803-12-02.xml,JP-UB0461,letters-context,Osmund Emanuel,Goldschmidt Caroline,1803-12-02,1803,12,1799,OsmundEmanuel,GoldschmidtCaroline
ub0409,GoldschmidtCaroline_OsmundEmanuel_1803-12-03.xml,JP-UB0409,letters-context,Goldschmidt Caroline,Osmund Emanuel,1803-12-03,1803,12,1799,GoldschmidtCaroline,OsmundEmanuel
ub0845,SpazierJohann_BodeAugust_1803-12-03.xml,JP-UB0845,letters-context,Spazier Johann Karl Gottlieb,Bode August Theodor Heinrich,1803-12-03,1803,12,1799,SpazierJohannKarlGottlieb,BodeAugustTheodorHeinrich
ub0612,SpazierJohann_FalkJohannes_1803-12-18.xml,JP-UB0612,letters-context,Spazier Johann Karl Gottlieb,Falk Johannes Daniel,1803-12-18,1803,12,1799,SpazierJohannKarlGottlieb,FalkJohannesDaniel
ub0846,AretinJohann+BaboJoseph_WagnerJohann_1803-12-29.xml,JP-UB0846,letters-context,Aretin Johann Christoph + Babo Joseph Marius Franz von,Wagner Johann Ernst,1803-12-29,1803,12,1799,AretinJohannChristophANDBaboJosephMariusFranzvon,WagnerJohannErnst
ub0431,MahlmannErnestine_RichterCaroline_1803-12-30.xml,JP-UB0431,letters-context,Mahlmann Ernestine,Richter Caroline,1803-12-30,1803,12,1799,MahlmannErnestine,RichterCaroline
ub0449,RichterCaroline_OsmundEmanuel_1804-01-08.xml,JP-UB0449,letters-context,Richter Caroline,Osmund Emanuel,1804-01-08,1804,1,1804,RichterCaroline,OsmundEmanuel
ub0718,SpazierJohann_FalkJohannes_1804-01-12.xml,JP-UB0718,letters-context,Spazier Johann Karl Gottlieb,Falk Johannes Daniel,1804-01-12,1804,1,1804,SpazierJohannKarlGottlieb,FalkJohannesDaniel
ub0297,GoldschmidtCaroline_OsmundEmanuel_1804-01-13.xml,JP-UB0297,letters-context,Goldschmidt Caroline,Osmund Emanuel,1804-01-13,1804,1,1804,GoldschmidtCaroline,OsmundEmanuel
ub0776,OsmundEmanuel_GoldschmidtCaroline_1804-01-17.xml,JP-UB0776,letters-context,Osmund Emanuel,Goldschmidt Caroline,1804-01-17,1804,1,1804,OsmundEmanuel,GoldschmidtCaroline
ub0433,MahlmannSiegfried_FalkJohannes_1804-01-23.xml,JP-UB0433,letters-context,Mahlmann Siegfried August,Falk Johannes Daniel,1804-01-23,1804,1,1804,MahlmannSiegfriedAugust,FalkJohannesDaniel
ub0564,SpazierJohann_BoettigerCarl_1804-01-28.xml,JP-UB0564,letters-context,Spazier Johann Karl Gottlieb,Böttiger Carl August,1804-01-28,1804,1,1804,SpazierJohannKarlGottlieb,BöttigerCarlAugust
ub0450,MahlmannErnestine_RichterCaroline_1804-01-29.xml,JP-UB0450,letters-context,Mahlmann Ernestine,Richter Caroline,1804-01-29,1804,1,1804,MahlmannErnestine,RichterCaroline
ub0765,RichterCaroline_OsmundEmanuel_1804-02-04.xml,JP-UB0765,letters-context,Richter Caroline,Osmund Emanuel,1804-02-04,1804,2,1804,RichterCaroline,OsmundEmanuel
ub0300,OsmundEmanuel_GoldschmidtCaroline_1804-02-29.xml,JP-UB0300,letters-context,Osmund Emanuel,Goldschmidt Caroline,1804-02-29,1804,2,1804,OsmundEmanuel,GoldschmidtCaroline
ub0847,WagnerJohann_MellishofBlythJoseph_1804-03-22.xml,JP-UB0847,letters-context,Wagner Johann Ernst,Mellish of Blyth Joseph Charles,1804-03-22,1804,3,1804,WagnerJohannErnst,MellishofBlythJosephCharles
ub0782,MahlmannErnestine_RichterCaroline_1804-04-01.xml,JP-UB0782,letters-context,Mahlmann Ernestine,Richter Caroline,1804-04-01,1804,4,1804,MahlmannErnestine,RichterCaroline
ub0838,SpazierJohann_SchuetzFriedrich_1804-04-10.xml,JP-UB0838,letters-context,Spazier Johann Karl Gottlieb,Schütz Friedrich Karl Julius,1804-04-10,1804,4,1804,SpazierJohannKarlGottlieb,SchützFriedrichKarlJulius
ub0699,RichterJohann+RichterCaroline_OsmundEmanuel_1804-05-02.xml,JP-UB0699,letters-context,Jean Paul + Richter Caroline,Osmund Emanuel,1804-05-02,1804,5,1804,JeanPaulANDRichterCaroline,OsmundEmanuel
ub0849,SpazierJohann_BrentanoClemens_1804-05-05.xml,JP-UB0849,letters-context,Spazier Johann Karl Gottlieb,Brentano Clemens,1804-05-05,1804,5,1804,SpazierJohannKarlGottlieb,BrentanoClemens
ub0701,OsmundEmanuel_GoldschmidtCaroline_1804-05-15.xml,JP-UB0701,letters-context,Osmund Emanuel,Goldschmidt Caroline,1804-05-15,1804,5,1804,OsmundEmanuel,GoldschmidtCaroline
ub0549,RichterCaroline_MayerJohann_1804-05-18.xml,JP-UB0549,letters-context,Richter Caroline,Mayer Johann Siegfried Wilhelm,1804-05-18,1804,5,1804,RichterCaroline,MayerJohannSiegfriedWilhelm
ub0848,KalbCharlotte_RichterCaroline+RichterJohann_1804-05-19.xml,JP-UB0848,letters-context,Kalb Charlotte von,Richter Caroline + Jean Paul,1804-05-19,1804,5,1804,KalbCharlottevon,RichterCarolineANDJeanPaul
ub0636,RichterCaroline_OsmundEmanuel_1804-05-23.xml,JP-UB0636,letters-context,Richter Caroline,Osmund Emanuel,1804-05-23,1804,5,1804,RichterCaroline,OsmundEmanuel
ub0479,SpazierJohann_FalkJohannes_1804-06-10.xml,JP-UB0479,letters-context,Spazier Johann Karl Gottlieb,Falk Johannes Daniel,1804-06-10,1804,6,1804,SpazierJohannKarlGottlieb,FalkJohannesDaniel
ub0524,OsmundEmanuel+BraunHenriette_GoldschmidtCaroline_1804-06-21.xml,JP-UB0524,letters-context,Osmund Emanuel + Braun Henriette,Goldschmidt Caroline,1804-06-21,1804,6,1804,OsmundEmanuelANDBraunHenriette,GoldschmidtCaroline
ub0138,GoldschmidtCaroline_OsmundEmanuel_1804-06-22.xml,JP-UB0138,letters-context,Goldschmidt Caroline,Osmund Emanuel,1804-06-22,1804,6,1804,GoldschmidtCaroline,OsmundEmanuel
ub0719,RichterCaroline_MayerJohann_1804-07-11.xml,JP-UB0719,letters-context,Richter Caroline,Mayer Johann Siegfried Wilhelm,1804-07-11,1804,7,1804,RichterCaroline,MayerJohannSiegfriedWilhelm
ub0334,SpazierJohann_FalkJohannes_1804-07-11.xml,JP-UB0334,letters-context,Spazier Johann Karl Gottlieb,Falk Johannes Daniel,1804-07-11,1804,7,1804,SpazierJohannKarlGottlieb,FalkJohannesDaniel
ub0495,RichterCaroline_OsmundEmanuel_1804-07-12.xml,JP-UB0495,letters-context,Richter Caroline,Osmund Emanuel,1804-07-12,1804,7,1804,RichterCaroline,OsmundEmanuel
ub0311,SpazierJohann_FalkJohannes_1804-07-22.xml,JP-UB0311,letters-context,Spazier Johann Karl Gottlieb,Falk Johannes Daniel,1804-07-22,1804,7,1804,SpazierJohannKarlGottlieb,FalkJohannesDaniel
ub0775,MahlmannErnestine_RichterCaroline_1804-07-23.xml,JP-UB0775,letters-context,Mahlmann Ernestine,Richter Caroline,1804-07-23,1804,7,1804,MahlmannErnestine,RichterCaroline
ub0667,OsmundEmanuel_GoldschmidtCaroline_1804-07-23.xml,JP-UB0667,letters-context,Osmund Emanuel,Goldschmidt Caroline,1804-07-23,1804,7,1804,OsmundEmanuel,GoldschmidtCaroline
ub0803,SpazierJohann_FalkJohannes_1804-08-01.xml,JP-UB0803,letters-context,Spazier Johann Karl Gottlieb,Falk Johannes Daniel,1804-08-01,1804,8,1804,SpazierJohannKarlGottlieb,FalkJohannesDaniel
ub0105,RichterCaroline_OsmundEmanuel_1804-08-07.xml,JP-UB0105,letters-context,Richter Caroline,Osmund Emanuel,1804-08-07,1804,8,1804,RichterCaroline,OsmundEmanuel
ub0581,MahlmannSiegfried_1804-08-19.xml,JP-UB0581,letters-context,Mahlmann Siegfried August,Falk Johannes Daniel,1804-08-19,1804,8,1804,MahlmannSiegfriedAugust,FalkJohannesDaniel
ub0365,SpazierJohann_BoettigerCarl_1804-08-21.xml,JP-UB0365,letters-context,Spazier Johann Karl Gottlieb,Böttiger Carl August,1804-08-21,1804,8,1804,SpazierJohannKarlGottlieb,BöttigerCarlAugust
ub0380,RichterCaroline_MayerJohann_1804-08-26.xml,JP-UB0380,letters-context,Richter Caroline,Mayer Johann Siegfried Wilhelm,1804-08-26,1804,8,1804,RichterCaroline,MayerJohannSiegfriedWilhelm
ub0095,SpazierJohann_FalkJohannes_1804-09-01.xml,JP-UB0095,letters-context,Spazier Johann Karl Gottlieb,Falk Johannes Daniel,1804-09-01,1804,9,1804,SpazierJohannKarlGottlieb,FalkJohannesDaniel
ub0790,SpazierJohann_FalkJohannes_1804-09-12.xml,JP-UB0790,letters-context,Spazier Johann Karl Gottlieb,Falk Johannes Daniel,1804-09-12,1804,9,1804,SpazierJohannKarlGottlieb,FalkJohannesDaniel
ub0259,MahlmannSiegfried_FalkJohannes_1804-09-14.xml,JP-UB0259,letters-context,Mahlmann Siegfried August,Falk Johannes Daniel,1804-09-14,1804,9,1804,MahlmannSiegfriedAugust,FalkJohannesDaniel
ub0455,OsmundEmanuel_GoldschmidtCaroline_1804-09-17.xml,JP-UB0455,letters-context,Osmund Emanuel,Goldschmidt Caroline,1804-09-17,1804,9,1804,OsmundEmanuel,GoldschmidtCaroline
ub0688,OsmundEmanuel_GoldschmidtCaroline_1804-09-30.xml,JP-UB0688,letters-context,Osmund Emanuel,Goldschmidt Caroline,1804-09-30,1804,9,1804,OsmundEmanuel,GoldschmidtCaroline
ub0274,RichterCaroline+RichterJohann_MayerJohann_1804-10-05.xml,JP-UB0274,letters-context,Richter Caroline + Jean Paul,Mayer Johann Siegfried Wilhelm,1804-10-05,1804,10,1804,RichterCarolineANDJeanPaul,MayerJohannSiegfriedWilhelm
ub0656,SpazierJohann_BreitenbauchGeorg_1804-10-06.xml,JP-UB0656,letters-context,Spazier Johann Karl Gottlieb,Breitenbauch Georg August von,1804-10-06,1804,10,1804,SpazierJohannKarlGottlieb,BreitenbauchGeorgAugustvon
ub0032,SpazierJohann_FalkJohannes_1804-10-31.xml,JP-UB0032,letters-context,Spazier Johann Karl Gottlieb,Falk Johannes Daniel,1804-10-31,1804,10,1804,SpazierJohannKarlGottlieb,FalkJohannesDaniel
